sample,label,Fc0,Fc1,Fc2,Fc3,Fc4,Fv5,Fv6,Fv7,Fv8,Fv9
Fc0C1Fv8V1Fv9V2LSS8,V,C2,C0,C1,C0,C0,5,0,0,1,2
Fc0C1Fv8V1Fv9V2LSS9,V,C5,C3,C2,C1,C0,0,2,0,8,5
Fc0C1Fv8V1Fv9V2LSS11,R,C6,C2,C6,C0,C0,0,0,6,1,1
Fc0C1Fv8V1Fv9V2LSS12,P,C7,C1,C0,C3,C0,6,1,0,7,3
Fc0C1Fv8V1Fv9V2LSS13,S,C2,C2,C0,C4,C5,0,4,0,1,4
Fc0C1Fv8V1Fv9V2LSS14,R,C0,C0,C0,C0,C1,0,0,0,0,2
Fc0C1Fv8V1Fv9V2LSS15,R,C1,C0,C0,C1,C1,0,5,7,1,2
Fc0C1Fv8V1Fv9V2LSS16,R,C9,C5,C7,C5,C0,2,5,0,0,3
Fc0C1Fv8V1Fv9V2LSS17,R,C0,C8,C3,C0,C0,3,0,0,3,2
Fc0C1Fv8V1Fv9V2LSS19,V,C0,C0,C0,C3,C5,0,3,0,0,2
Fc0C1Fv8V1Fv9V2LSS20,P,C0,C0,C0,C0,C0,0,0,6,1,1
Fc0C1Fv8V1Fv9V2LSS21,V,C0,C1,C8,C0,C0,9,0,0,0,1
Fc0C1Fv8V1Fv9V2LSS22,R,C0,C0,C0,C0,C0,9,0,0,0,1
Fc0C1Fv8V1Fv9V2LSS23,R,C0,C0,C3,C2,C0,0,0,0,1,2
Fc0C1Fv8V1Fv9V2LSS24,T,C0,C3,C0,C0,C0,0,0,0,0,2
Fc0C1Fv8V1Fv9V2LSS25,R,C4,C3,C8,C2,C6,5,1,0,1,4
Fc0C1Fv8V1Fv9V2LSS26,R,C0,C0,C3,C0,C0,0,0,0,1,1
Fc0C1Fv8V1Fv9V2LSS27,R,C0,C0,C0,C4,C0,0,6,8,0,1
Fc0C1Fv8V1Fv9V2LSS28,R,C0,C1,C0,C0,C2,0,0,0,1,1
Fc0C1Fv8V1Fv9V2LSS29,S,C0,C0,C0,C2,C0,0,0,0,0,1
Fc0C1Fv8V1Fv9V2LSS30,S,C0,C0,C0,C3,C0,5,0,0,1,1
Fc0C1Fv8V1Fv9V2LSS31,S,C0,C2,C0,C9,C0,0,10,0,0,1
Fc0C1Fv8V1Fv9V3LTS7,P,C0,C0,C0,C0,C9,0,6,0,2,3
Fc0C1Fv8V1Fv9V3LTS8,P,C0,C5,C0,C0,C0,0,0,0,1,3
Fc0C1Fv8V1Fv9V3LTS9,V,C0,C0,C6,C0,C2,0,0,0,1,2
Fc0C1Fv8V1Fv9V3LTS10,P,C0,C7,C7,C7,C0,0,0,0,1,3
Fc0C1Fv8V1Fv9V3LTS11,P,C5,C0,C0,C0,C0,0,0,0,0,3
Fc0C1Fv8V1Fv9V3LTS12,P,C0,C0,C0,C0,C0,0,9,0,1,2
Fc0C1Fv8V1Fv9V3LTS14,P,C0,C2,C0,C5,C0,0,0,0,0,3
Fc0C1Fv8V1Fv9V3LTS15,Q,C8,C0,C0,C0,C5,2,0,0,2,3
Fc0C1Fv8V1Fv9V3LTS16,Q,C0,C0,C0,C0,C0,0,0,0,2,3
Fc0C1Fv8V1Fv9V3LTS17,R,C3,C7,C1,C7,C0,5,0,0,1,3
Fc0C1Fv8V1Fv9V3LTS18,T,C0,C6,C9,C3,C0,0,9,5,1,2
Fc0C1Fv8V1Fv9V3LTS19,P,C2,C0,C0,C0,C2,0,0,0,0,2
Fc0C1Fv8V1Fv9V3LTS20,P,C0,C0,C0,C0,C0,0,0,8,0,2
Fc0C1Fv8V1Fv9V3LTS21,P,C1,C0,C0,C0,C1,0,0,0,0,3
Fc0C1Fv8V1Fv9V3LTS22,P,C2,C0,C0,C8,C7,0,0,0,1,2
Fc0C1Fv8V1Fv9V3LTS23,T,C0,C0,C7,C0,C1,0,0,0,0,2
Fc0C1Fv8V1Fv9V3LTS24,P,C3,C0,C0,C0,C0,0,0,0,0,2
Fc0C1Fv8V1Fv9V3LTS25,T,C0,C0,C6,C0,C3,0,0,9,1,2
Fc0C1Fv8V1Fv9V3LTS26,V,C0,C1,C0,C0,C0,0,0,0,0,2
Fc0C1Fv8V1Fv9V3LTS27,P,C0,C0,C4,C5,C0,4,0,0,0,3
Fc0C1Fv8V1Fv9V3LTS28,P,C0,C0,C2,C1,C2,0,3,0,1,3
Fc0C1Fv8V1Fv9V3LTS29,R,C2,C0,C8,C1,C1,1,4,0,1,3
Fc0C1Fv8V1Fv9V3LTS30,P,C0,C3,C0,C1,C9,0,0,2,3,3
Fc0C1Fv8V1Fv9V3LTS31,P,C0,C0,C0,C0,C4,0,3,0,0,2
Fc0C1Fv8V2LPS7,S,C1,C2,C0,C0,C6,0,6,0,1,0
Fc0C1Fv8V2LPS8,Q,C0,C1,C2,C0,C0,0,6,0,2,0
Fc0C1Fv8V2LPS9,P,C0,C0,C9,C2,C6,7,2,4,2,1
Fc0C1Fv8V2LPS10,Q,C0,C1,C3,C7,C0,0,0,0,1,6
Fc0C1Fv8V2LPS11,S,C6,C1,C1,C0,C0,7,7,0,1,0
Fc0C1Fv8V2LPS12,P,C1,C0,C2,C3,C5,0,0,0,1,0
Fc0C1Fv8V2LPS13,P,C0,C0,C0,C0,C0,0,3,0,4,7
Fc0C1Fv8V2LPS14,R,C3,C0,C3,C3,C7,0,0,0,2,0
Fc0C1Fv8V2LPS15,Q,C2,C0,C1,C5,C0,0,0,0,1,0
Fc0C1Fv8V2LPS16,P,C5,C0,C4,C2,C1,0,0,0,1,0
Fc0C1Fv8V2LPS17,S,C0,C0,C3,C1,C1,0,0,8,2,0
Fc0C1Fv8V2LPS18,T,C1,C0,C0,C0,C0,0,0,0,1,0
Fc0C1Fv8V2LPS19,P,C3,C7,C1,C0,C0,0,0,5,1,0
Fc0C1Fv8V2LPS20,P,C0,C0,C1,C7,C0,8,0,6,0,0
Fc0C1Fv8V2LPS21,V,C3,C5,C6,C3,C0,7,0,0,2,0
Fc0C1Fv8V2LPS22,Q,C3,C0,C0,C0,C0,0,4,0,1,5
Fc0C1Fv8V2LPS23,Q,C0,C0,C0,C3,C0,0,1,5,1,5
Fc0C1Fv8V2LPS24,Q,C0,C0,C0,C2,C1,0,0,0,1,0
Fc0C1Fv8V2LPS25,Q,C0,C1,C3,C0,C2,4,1,0,3,0
Fc0C1Fv8V2LPS26,Q,C0,C8,C0,C0,C0,0,5,7,2,0
Fc0C1Fv8V2LPS27,Q,C3,C8,C1,C2,C8,0,0,0,1,8
Fc0C1Fv8V2LPS28,P,C0,C2,C0,C3,C0,5,3,7,1,0
Fc0C1Fv8V2LPS30,V,C1,C0,C0,C0,C0,0,0,8,2,0
Fc0C1Fv8V2LPS31,P,C0,C0,C0,C5,C1,0,0,0,2,0
Fc0C1Fv8V2Fv9V1LQS7,Q,C7,C0,C0,C4,C3,2,0,6,2,1
Fc0C1Fv8V2Fv9V1LQS8,Q,C0,C0,C3,C4,C0,0,0,0,2,1
Fc0C1Fv8V2Fv9V1LQS9,R,C5,C0,C0,C0,C3,0,0,0,2,1
Fc0C1Fv8V2Fv9V1LQS10,Q,C4,C6,C4,C3,C2,7,0,0,1,1
Fc0C1Fv8V2Fv9V1LQS11,R,C0,C0,C0,C0,C0,0,0,0,1,1
Fc0C1Fv8V2Fv9V1LQS12,V,C0,C3,C6,C0,C3,0,0,5,1,0
Fc0C1Fv8V2Fv9V1LQS13,Q,C7,C1,C1,C7,C0,0,3,0,1,1
Fc0C1Fv8V2Fv9V1LQS14,R,C0,C0,C0,C3,C4,5,1,0,2,0
Fc0C1Fv8V2Fv9V1LQS15,S,C3,C2,C1,C2,C0,1,4,0,2,0
Fc0C1Fv8V2Fv9V1LQS16,Q,C9,C0,C0,C2,C0,6,0,0,1,0
Fc0C1Fv8V2Fv9V1LQS17,P,C0,C0,C0,C0,C0,0,0,0,2,1
Fc0C1Fv8V2Fv9V1LQS18,Q,C0,C9,C1,C0,C0,0,0,0,2,1
Fc0C1Fv8V2Fv9V1LQS19,P,C5,C0,C3,C6,C0,0,0,6,1,0
Fc0C1Fv8V2Fv9V1LQS20,P,C6,C0,C8,C3,C4,0,0,0,2,0
Fc0C1Fv8V2Fv9V1LQS21,Q,C0,C0,C0,C0,C0,0,0,0,2,0
Fc0C1Fv8V2Fv9V1LQS22,Q,C3,C9,C0,C5,C0,7,0,0,1,0
Fc0C1Fv8V2Fv9V1LQS23,Q,C1,C8,C0,C0,C2,0,5,0,0,0
Fc0C1Fv8V2Fv9V1LQS24,R,C0,C8,C7,C5,C0,0,5,0,2,0
Fc0C1Fv8V2Fv9V1LQS25,V,C0,C0,C5,C3,C0,0,2,0,0,1
Fc0C1Fv8V2Fv9V1LQS26,V,C0,C0,C0,C0,C2,0,7,9,1,0
Fc0C1Fv8V2Fv9V1LQS27,Q,C1,C6,C0,C0,C0,6,0,2,1,0
Fc0C1Fv8V2Fv9V1LQS28,R,C0,C5,C9,C0,C0,0,0,8,1,1
Fc0C1Fv8V2Fv9V1LQS29,Q,C2,C0,C0,C4,C0,0,1,3,0,1
Fc0C1Fv8V2Fv9V1LQS30,P,C0,C1,C0,C0,C0,0,0,0,1,1
Fc0C1Fv8V2Fv9V1LQS31,R,C0,C0,C8,C6,C0,0,0,6,1,1
Fc0C1Fv8V2Fv9V2LRS7,R,C0,C0,C3,C0,C0,0,0,0,2,1
Fc0C1Fv8V2Fv9V2LRS8,R,C8,C0,C2,C0,C0,0,1,6,1,1
Fc0C1Fv8V2Fv9V2LRS10,R,C0,C0,C0,C0,C0,0,0,0,1,1
Fc0C1Fv8V2Fv9V2LRS11,S,C0,C0,C0,C1,C1,0,0,7,1,2
Fc0C1Fv8V2Fv9V2LRS13,P,C7,C3,C0,C0,C0,0,2,4,2,1
Fc0C1Fv8V2Fv9V2LRS14,S,C0,C3,C3,C0,C0,0,0,0,1,1
Fc0C1Fv8V2Fv9V2LRS15,S,C2,C8,C1,C0,C0,0,3,6,4,2
Fc0C1Fv8V2Fv9V2LRS16,V,C0,C0,C0,C6,C6,0,0,0,2,1
Fc0C1Fv8V2Fv9V2LRS17,Q,C0,C0,C0,C0,C2,0,0,0,2,1
Fc0C1Fv8V2Fv9V2LRS18,S,C0,C0,C9,C0,C6,0,0,0,1,1
Fc0C1Fv8V2Fv9V2LRS19,R,C3,C0,C9,C0,C2,4,6,0,2,3
Fc0C1Fv8V2Fv9V2LRS21,V,C2,C1,C0,C8,C5,0,1,9,0,2
Fc0C1Fv8V2Fv9V2LRS22,R,C0,C3,C5,C0,C4,0,9,0,3,1
Fc0C1Fv8V2Fv9V2LRS23,R,C0,C2,C0,C1,C0,3,1,0,0,2
Fc0C1Fv8V2Fv9V2LRS24,R,C0,C0,C3,C0,C1,4,1,0,1,4
Fc0C1Fv8V2Fv9V2LRS25,R,C1,C0,C1,C0,C0,0,0,0,2,1
Fc0C1Fv8V2Fv9V2LRS26,P,C1,C0,C2,C0,C0,0,3,5,1,3
Fc0C1Fv8V2Fv9V2LRS27,S,C0,C0,C0,C3,C0,0,0,0,1,2
Fc0C1Fv8V2Fv9V2LRS28,V,C0,C5,C0,C0,C0,0,0,7,1,2
Fc0C1Fv8V2Fv9V2LRS29,S,C1,C1,C0,C0,C0,0,0,0,1,2
Fc0C1Fv8V2Fv9V2LRS30,S,C0,C0,C0,C0,C1,0,0,0,1,1
Fc0C1Fv8V2Fv9V2LRS31,S,C0,C0,C2,C3,C0,0,0,0,1,2
Fc0C1Fv8V2Fv9V3LSS7,P,C3,C1,C5,C2,C1,0,3,0,0,2
Fc0C1Fv8V2Fv9V3LSS8,S,C0,C1,C0,C2,C0,0,9,0,1,3
Fc0C1Fv8V2Fv9V3LSS9,P,C2,C1,C0,C1,C2,0,0,0,1,3
Fc0C1Fv8V2Fv9V3LSS10,Q,C0,C0,C1,C0,C1,3,0,0,1,2
Fc0C1Fv8V2Fv9V3LSS11,S,C8,C0,C1,C0,C3,0,0,0,1,3
Fc0C1Fv8V2Fv9V3LSS12,T,C0,C2,C0,C0,C5,0,0,0,1,2
Fc0C1Fv8V2Fv9V3LSS13,T,C1,C0,C0,C6,C0,0,0,0,1,3
Fc0C1Fv8V2Fv9V3LSS14,S,C0,C0,C0,C9,C3,0,5,0,4,3
Fc0C1Fv8V2Fv9V3LSS15,T,C0,C0,C0,C0,C0,7,0,9,1,2
Fc0C1Fv8V2Fv9V3LSS17,Q,C0,C0,C5,C2,C5,0,3,7,1,3
Fc0C1Fv8V2Fv9V3LSS18,T,C2,C7,C5,C0,C9,0,5,0,1,2
Fc0C1Fv8V2Fv9V3LSS19,S,C9,C9,C2,C0,C0,4,0,0,0,2
Fc0C1Fv8V2Fv9V3LSS20,Q,C4,C0,C0,C0,C9,5,0,0,1,2
Fc0C1Fv8V2Fv9V3LSS21,S,C0,C0,C0,C3,C0,0,0,0,1,2
Fc0C1Fv8V2Fv9V3LSS22,S,C2,C0,C0,C6,C0,0,0,0,1,2
Fc0C1Fv8V2Fv9V3LSS23,P,C0,C0,C5,C4,C0,5,1,0,2,2
Fc0C1Fv8V2Fv9V3LSS24,S,C4,C4,C1,C9,C0,0,0,0,2,3
Fc0C1Fv8V2Fv9V3LSS25,S,C2,C0,C0,C7,C7,0,0,0,1,2
Fc0C1Fv8V2Fv9V3LSS26,T,C0,C0,C7,C7,C0,0,0,0,1,2
Fc0C1Fv8V2Fv9V3LSS27,S,C2,C0,C6,C2,C0,0,0,6,1,2
Fc0C1Fv8V2Fv9V3LSS28,S,C5,C1,C4,C7,C0,0,1,6,0,2
Fc0C1Fv8V2Fv9V3LSS29,S,C3,C1,C4,C6,C5,0,0,0,2,3
Fc0C1Fv8V2Fv9V3LSS30,T,C6,C1,C0,C3,C3,0,0,0,1,3
Fc0C1Fv8V2Fv9V3LSS31,S,C0,C0,C1,C6,C5,0,0,0,1,2
Fc0C1Fv8V3LPS7,R,C0,C2,C0,C2,C9,0,0,0,2,0
Fc0C1Fv8V3LPS8,S,C3,C2,C2,C0,C3,6,5,0,2,0
Fc0C1Fv8V3LPS9,T,C0,C2,C8,C0,C0,0,4,0,2,0
Fc0C1Fv8V3LPS10,Q,C7,C4,C7,C1,C2,0,8,0,2,0
Fc0C1Fv8V3LPS12,P,C0,C1,C0,C1,C2,0,0,0,3,0
Fc0C1Fv8V3LPS13,S,C1,C0,C7,C0,C0,0,0,4,2,0
Fc0C1Fv8V3LPS14,P,C0,C1,C0,C0,C8,0,8,0,3,0
Fc0C1Fv8V3LPS15,P,C0,C5,C0,C2,C0,4,0,0,2,0
Fc0C1Fv8V3LPS16,R,C2,C6,C0,C0,C5,4,0,0,3,0
Fc0C1Fv8V3LPS17,P,C3,C0,C2,C0,C0,0,0,0,2,0
Fc0C1Fv8V3LPS18,Q,C0,C3,C7,C2,C0,3,0,0,2,0
Fc0C1Fv8V3LPS19,P,C4,C8,C0,C0,C1,0,0,0,3,0
Fc0C1Fv8V3LPS20,T,C0,C0,C6,C6,C0,6,2,3,3,2
Fc0C1Fv8V3LPS21,S,C2,C0,C2,C3,C3,0,0,0,3,0
Fc0C1Fv8V3LPS22,Q,C5,C1,C3,C3,C0,7,0,8,2,0
Fc0C1Fv8V3LPS23,Q,C0,C1,C3,C0,C0,0,0,0,2,0
Fc0C1Fv8V3LPS25,P,C0,C9,C3,C0,C0,3,0,0,2,0
Fc0C1Fv8V3LPS26,Q,C9,C0,C1,C0,C0,0,4,0,2,0
Fc0C1Fv8V3LPS27,P,C5,C3,C0,C0,C2,0,0,9,2,0
Fc0C1Fv8V3LPS28,P,C1,C3,C4,C1,C5,0,0,6,3,0
Fc0C1Fv8V3LPS29,T,C3,C4,C0,C1,C8,0,0,7,3,0
Fc0C1Fv8V3LPS31,R,C2,C0,C1,C2,C0,0,0,0,3,0
Fc0C1Fv8V3Fv9V1LQS7,Q,C0,C3,C2,C3,C0,0,0,0,2,0
Fc0C1Fv8V3Fv9V1LQS8,S,C2,C1,C4,C3,C0,9,0,0,3,1
Fc0C1Fv8V3Fv9V1LQS9,V,C2,C8,C0,C0,C0,1,1,4,2,0
Fc0C1Fv8V3Fv9V1LQS10,T,C3,C0,C2,C6,C0,0,8,0,3,0
Fc0C1Fv8V3Fv9V1LQS11,Q,C2,C0,C0,C0,C0,0,0,0,3,0
Fc0C1Fv8V3Fv9V1LQS12,P,C0,C0,C0,C0,C6,4,0,0,2,1
Fc0C1Fv8V3Fv9V1LQS13,R,C0,C0,C6,C0,C1,0,0,0,2,0
Fc0C1Fv8V3Fv9V1LQS14,Q,C2,C1,C5,C0,C8,0,0,7,1,0
Fc0C1Fv8V3Fv9V1LQS15,Q,C0,C0,C6,C1,C0,0,0,4,2,0
Fc0C1Fv8V3Fv9V1LQS16,Q,C4,C0,C0,C0,C9,0,0,0,2,1
Fc0C1Fv8V3Fv9V1LQS17,S,C3,C8,C9,C2,C5,0,5,0,2,0
Fc0C1Fv8V3Fv9V1LQS18,P,C0,C0,C3,C4,C0,0,0,0,3,0
Fc0C1Fv8V3Fv9V1LQS19,P,C0,C0,C0,C2,C0,0,0,5,1,1
Fc0C1Fv8V3Fv9V1LQS20,P,C2,C0,C1,C0,C8,0,0,0,3,1
Fc0C1Fv8V3Fv9V1LQS21,R,C2,C0,C2,C5,C2,0,3,4,3,0
Fc0C1Fv8V3Fv9V1LQS22,R,C0,C5,C0,C0,C9,5,1,0,3,1
Fc0C1Fv8V3Fv9V1LQS23,P,C0,C6,C0,C3,C3,8,0,0,1,0
Fc0C1Fv8V3Fv9V1LQS24,R,C0,C0,C0,C0,C0,4,4,0,3,0
Fc0C1Fv8V3Fv9V1LQS25,P,C4,C1,C0,C0,C0,0,1,5,1,1
Fc0C1Fv8V3Fv9V1LQS26,R,C0,C0,C7,C3,C3,2,0,4,2,0
Fc0C1Fv8V3Fv9V1LQS27,P,C0,C3,C9,C1,C3,0,3,6,1,0
Fc0C1Fv8V3Fv9V1LQS28,T,C0,C5,C3,C0,C5,0,8,0,3,0
Fc0C1Fv8V3Fv9V1LQS29,V,C5,C0,C0,C9,C7,2,1,0,1,0
Fc0C1Fv8V3Fv9V1LQS30,Q,C0,C2,C3,C1,C0,0,7,0,2,0
Fc0C1Fv8V3Fv9V1LQS31,R,C0,C0,C0,C0,C0,0,0,0,2,0
Fc0C1Fv8V3Fv9V2LRS7,S,C0,C9,C0,C1,C0,0,0,8,1,1
Fc0C1Fv8V3Fv9V2LRS8,Q,C4,C0,C0,C0,C0,0,0,0,3,1
Fc0C1Fv8V3Fv9V2LRS9,S,C0,C3,C2,C0,C0,0,0,0,3,2
Fc0C1Fv8V3Fv9V2LRS10,R,C2,C0,C9,C0,C0,0,9,0,3,2
Fc0C1Fv8V3Fv9V2LRS11,R,C2,C3,C6,C0,C7,0,0,3,3,1
Fc0C1Fv8V3Fv9V2LRS12,R,C0,C0,C0,C1,C0,0,0,0,3,1
Fc0C1Fv8V3Fv9V2LRS13,T,C0,C0,C6,C9,C9,5,1,0,2,1
Fc0C1Fv8V3Fv9V2LRS14,S,C0,C0,C0,C9,C4,8,1,0,1,1
Fc0C1Fv8V3Fv9V2LRS15,P,C0,C0,C0,C7,C3,0,0,7,2,2
Fc0C1Fv8V3Fv9V2LRS16,Q,C5,C2,C3,C5,C0,0,8,0,3,2
Fc0C1Fv8V3Fv9V2LRS17,V,C0,C0,C9,C6,C8,0,0,0,3,1
Fc0C1Fv8V3Fv9V2LRS18,S,C0,C8,C2,C0,C0,0,5,0,1,2
Fc0C1Fv8V3Fv9V2LRS19,Q,C1,C3,C0,C0,C0,1,7,0,2,1
Fc0C1Fv8V3Fv9V2LRS20,R,C0,C0,C3,C2,C5,3,1,0,1,2
Fc0C1Fv8V3Fv9V2LRS21,S,C0,C0,C9,C0,C0,0,0,0,2,1
Fc0C1Fv8V3Fv9V2LRS22,Q,C5,C0,C3,C3,C0,0,0,0,3,1
Fc0C1Fv8V3Fv9V2LRS23,Q,C0,C9,C0,C0,C2,0,1,8,2,1
Fc0C1Fv8V3Fv9V2LRS24,Q,C9,C0,C7,C0,C0,0,0,0,2,1
Fc0C1Fv8V3Fv9V2LRS25,Q,C3,C1,C7,C3,C9,0,1,3,2,10
Fc0C1Fv8V3Fv9V2LRS26,P,C0,C0,C4,C2,C0,0,8,0,1,1
Fc0C1Fv8V3Fv9V2LRS27,V,C0,C0,C0,C8,C0,0,3,0,3,3
Fc0C1Fv8V3Fv9V2LRS28,Q,C0,C0,C8,C9,C0,0,1,9,3,1
Fc0C1Fv8V3Fv9V2LRS29,Q,C0,C0,C9,C0,C8,0,0,0,2,1
Fc0C1Fv8V3Fv9V2LRS30,R,C0,C2,C0,C9,C9,5,1,0,1,2
Fc0C1Fv8V3Fv9V2LRS31,S,C0,C2,C0,C3,C0,0,0,0,3,2
Fc0C1Fv8V3Fv9V3LPS7,S,C0,C0,C7,C0,C3,6,2,0,0,2
Fc0C1Fv8V3Fv9V3LPS8,R,C0,C0,C7,C6,C0,0,0,0,3,2
Fc0C1Fv8V3Fv9V3LPS9,P,C0,C9,C6,C4,C1,0,0,0,2,2
Fc0C1Fv8V3Fv9V3LPS10,R,C6,C0,C7,C3,C0,3,0,0,1,2
Fc0C1Fv8V3Fv9V3LPS11,P,C0,C0,C0,C1,C0,0,6,0,2,2
Fc0C1Fv8V3Fv9V3LPS12,T,C3,C3,C0,C0,C0,0,0,0,2,3
Fc0C1Fv8V3Fv9V3LPS13,R,C2,C0,C0,C8,C7,0,7,0,3,2
Fc0C1Fv8V3Fv9V3LPS14,P,C7,C0,C4,C0,C0,0,1,10,0,3
Fc0C1Fv8V3Fv9V3LPS15,R,C1,C3,C0,C0,C3,0,0,0,2,2
Fc0C1Fv8V3Fv9V3LPS16,T,C9,C0,C0,C0,C0,0,5,1,3,3
Fc0C1Fv8V3Fv9V3LPS17,R,C0,C0,C1,C1,C8,0,4,0,2,3
Fc0C1Fv8V3Fv9V3LPS18,Q,C0,C0,C4,C0,C8,0,3,7,1,2
Fc0C1Fv8V3Fv9V3LPS19,R,C7,C7,C0,C0,C0,7,4,0,2,2
Fc0C1Fv8V3Fv9V3LPS20,P,C1,C3,C7,C3,C8,0,0,0,2,3
Fc0C1Fv8V3Fv9V3LPS21,P,C0,C2,C5,C0,C0,0,0,5,1,2
Fc0C1Fv8V3Fv9V3LPS22,P,C0,C0,C8,C0,C0,0,8,7,2,3
Fc0C1Fv8V3Fv9V3LPS23,R,C3,C0,C9,C4,C0,0,3,0,2,2
Fc0C1Fv8V3Fv9V3LPS24,R,C1,C1,C8,C0,C0,0,0,0,2,3
Fc0C1Fv8V3Fv9V3LPS25,R,C0,C2,C0,C0,C0,0,1,6,1,3
Fc0C1Fv8V3Fv9V3LPS26,T,C0,C0,C5,C0,C1,0,1,4,1,3
Fc0C1Fv8V3Fv9V3LPS27,R,C0,C7,C0,C6,C0,0,0,0,2,2
Fc0C1Fv8V3Fv9V3LPS28,R,C0,C0,C0,C0,C9,0,4,0,2,3
Fc0C1Fv8V3Fv9V3LPS29,P,C0,C0,C3,C0,C0,0,3,0,3,3
Fc0C1Fv8V3Fv9V3LPS30,P,C2,C0,C4,C0,C0,0,7,0,1,3
Fc0C1Fv8V3Fv9V3LPS31,P,C0,C0,C2,C0,C0,0,1,6,2,3
Fc0C1Fv9V1LQS7,S,C1,C8,C0,C0,C8,0,0,0,0,0
Fc0C1Fv9V1LQS8,Q,C2,C2,C0,C1,C1,0,0,6,0,0
Fc0C1Fv9V1LQS9,P,C2,C0,C8,C0,C0,0,0,0,0,1
Fc0C1Fv9V1LQS10,P,C0,C2,C0,C0,C3,0,4,5,6,1
Fc0C1Fv9V1LQS11,T,C0,C2,C1,C4,C0,0,0,0,4,0
Fc0C1Fv9V1LQS12,S,C0,C0,C0,C3,C0,0,0,0,0,1
Fc0C1Fv9V1LQS13,S,C0,C1,C6,C0,C3,0,0,0,4,1
Fc0C1Fv9V1LQS14,R,C5,C0,C0,C0,C0,0,0,1,0,2
Fc0C1Fv9V1LQS15,T,C0,C1,C3,C1,C9,0,0,0,0,1
Fc0C1Fv9V1LQS16,T,C6,C0,C0,C2,C0,0,0,0,0,1
Fc0C1Fv9V1LQS17,R,C1,C0,C0,C0,C2,0,0,0,0,0
Fc0C1Fv9V1LQS18,P,C0,C0,C0,C0,C0,0,0,0,0,1
Fc0C1Fv9V1LQS19,Q,C0,C3,C6,C0,C2,10,0,0,6,0
Fc0C1Fv9V1LQS20,Q,C0,C0,C3,C3,C4,3,0,0,0,1
Fc0C1Fv9V1LQS21,S,C9,C2,C1,C3,C0,0,0,0,5,0
Fc0C1Fv9V1LQS22,P,C0,C8,C2,C1,C9,6,0,0,4,0
Fc0C1Fv9V1LQS23,Q,C0,C1,C0,C3,C5,3,0,0,0,0
Fc0C1Fv9V1LQS24,Q,C0,C3,C3,C3,C3,0,6,0,2,0
Fc0C1Fv9V1LQS25,Q,C0,C4,C0,C0,C3,0,9,0,0,0
Fc0C1Fv9V1LQS26,S,C3,C0,C3,C0,C3,4,0,0,0,0
Fc0C1Fv9V1LQS27,P,C0,C0,C2,C3,C4,6,0,0,0,1
Fc0C1Fv9V1LQS28,T,C7,C3,C8,C0,C0,0,0,8,0,0
Fc0C1Fv9V1LQS29,Q,C0,C2,C1,C1,C2,5,6,0,0,0
Fc0C1Fv9V1LQS30,Q,C2,C2,C0,C1,C0,0,0,0,4,0
Fc0C1Fv9V1LQS31,T,C3,C3,C1,C2,C0,0,0,4,4,0
Fc0C1Fv9V2LPS8,T,C0,C5,C1,C3,C0,0,0,4,2,3
Fc0C1Fv9V2LPS9,R,C0,C2,C1,C0,C2,0,0,0,0,1
Fc0C1Fv9V2LPS10,P,C1,C6,C1,C1,C0,0,0,0,0,1
Fc0C1Fv9V2LPS12,S,C2,C0,C1,C8,C0,0,0,0,8,2
Fc0C1Fv9V2LPS13,V,C6,C0,C5,C5,C0,0,0,0,8,1
Fc0C1Fv9V2LPS14,V,C2,C3,C3,C8,C6,0,0,3,4,2
Fc0C1Fv9V2LPS15,P,C3,C0,C1,C6,C2,0,0,0,0,2
Fc0C1Fv9V2LPS16,V,C0,C0,C2,C4,C0,0,8,0,0,1
Fc0C1Fv9V2LPS17,R,C1,C0,C1,C0,C0,0,0,5,0,1
Fc0C1Fv9V2LPS18,P,C2,C6,C0,C0,C0,0,0,4,5,3
Fc0C1Fv9V2LPS20,P,C0,C2,C0,C0,C0,0,0,0,0,1
Fc0C1Fv9V2LPS21,P,C5,C3,C6,C5,C0,0,0,0,5,2
Fc0C1Fv9V2LPS22,R,C1,C0,C3,C7,C0,8,0,0,0,2
Fc0C1Fv9V2LPS23,S,C4,C3,C0,C5,C0,8,0,0,0,2
Fc0C1Fv9V2LPS24,R,C0,C0,C2,C1,C0,0,0,0,4,2
Fc0C1Fv9V2LPS25,V,C9,C1,C0,C0,C0,0,0,3,0,2
Fc0C1Fv9V2LPS26,V,C8,C0,C2,C0,C0,0,0,6,3,1
Fc0C1Fv9V2LPS27,Q,C0,C0,C0,C0,C3,0,2,6,9,2
Fc0C1Fv9V2LPS28,R,C0,C1,C4,C0,C3,0,0,0,0,1
Fc0C1Fv9V2LPS29,P,C3,C0,C0,C0,C0,8,0,0,0,2
Fc0C1Fv9V2LPS31,V,C2,C0,C0,C7,C0,3,0,0,0,1
Fc0C1Fv9V3LVS7,P,C0,C1,C1,C0,C0,0,0,0,4,2
Fc0C1Fv9V3LVS8,R,C0,C1,C0,C3,C0,0,7,0,5,2
Fc0C1Fv9V3LVS9,P,C0,C2,C2,C4,C0,0,6,0,0,2
Fc0C1Fv9V3LVS11,S,C6,C2,C0,C0,C0,0,0,0,0,2
Fc0C1Fv9V3LVS12,V,C3,C4,C0,C0,C1,0,0,0,0,2
