sample,label,Fc0,Fc1,Fc2,Fc3,Fc4,Fc5,Fv6,Fv7,Fv8,Fv9,Fv10,Fv11
Fc0C1Fc2C1Fc4C2LPS15,P,C0,C5,C9,C0,C3,C0,0,4,0,0,0,7
Fc0C1Fc2C1Fc4C3LQS4,S,C0,C1,C2,C0,C2,C2,0,6,0,0,3,0
Fc0C1Fc2C1Fc4C3LQS5,R,C1,C2,C2,C0,C4,C0,5,0,1,0,0,5
Fc0C1Fc2C1Fc4C3LQS6,P,C0,C9,C0,C2,C0,C2,3,3,0,0,3,2
Fc0C1Fc2C1Fc4C3LQS7,P,C8,C8,C1,C2,C4,C5,0,4,0,0,0,0
Fc0C1Fc2C1Fc4C3LQS8,R,C8,C0,C3,C0,C2,C0,7,2,0,0,0,0
Fc0C1Fc2C1Fc4C3LQS9,R,C0,C2,C7,C0,C3,C3,8,0,5,0,0,0
Fc0C1Fc2C1Fc4C3LQS10,P,C0,C1,C0,C0,C0,C3,0,2,3,0,2,0
Fc0C1Fc2C1Fc4C3LQS11,Q,C5,C1,C8,C2,C0,C8,0,0,0,2,2,6
Fc0C1Fc2C1Fc4C3LQS12,Q,C2,C6,C3,C1,C0,C6,1,1,4,0,0,5
Fc0C1Fc2C1Fc4C3LQS13,S,C0,C0,C0,C6,C3,C1,6,5,0,6,0,0
Fc0C1Fc2C1Fc4C3LQS14,Q,C8,C0,C9,C7,C0,C3,4,2,0,7,5,0
Fc0C1Fc2C1Fc4C3LQS15,V,C1,C3,C0,C3,C0,C2,0,0,0,4,3,0
Fc0C1Fc2C1Fc5C1LRS3,Q,C3,C1,C0,C1,C2,C0,6,5,4,4,6,0
Fc0C1Fc2C1Fc5C1LRS4,R,C4,C0,C0,C0,C3,C7,0,0,0,0,0,0
Fc0C1Fc2C1Fc5C1LRS5,T,C0,C9,C2,C1,C1,C4,0,0,8,0,0,0
Fc0C1Fc2C1Fc5C1LRS6,S,C1,C1,C4,C4,C1,C5,0,2,7,4,1,0
Fc0C1Fc2C1Fc5C1LRS7,R,C4,C1,C1,C2,C0,C2,6,0,3,2,4,0
Fc0C1Fc2C1Fc5C1LRS8,P,C0,C0,C8,C2,C8,C2,6,0,4,5,3,0
Fc0C1Fc2C1Fc5C1LRS11,P,C3,C2,C0,C3,C4,C0,0,6,0,5,3,0
Fc0C1Fc2C1Fc5C1LRS12,P,C2,C0,C3,C3,C1,C7,4,1,0,2,2,5
Fc0C1Fc2C1Fc5C1LRS13,S,C0,C8,C1,C4,C7,C2,0,5,0,2,6,0
Fc0C1Fc2C1Fc5C1LRS14,R,C1,C3,C8,C1,C0,C2,6,8,0,0,0,0
Fc0C1Fc2C1Fc5C1LRS15,Q,C1,C0,C2,C9,C8,C0,0,0,0,0,0,0
Fc0C1Fc2C1Fc5C2LSS4,Q,C3,C1,C0,C0,C2,C2,0,2,0,0,0,0
Fc0C1Fc2C1Fc5C2LSS5,V,C0,C0,C0,C1,C0,C0,0,0,0,4,6,1
Fc0C1Fc2C1Fc5C2LSS6,S,C0,C4,C4,C2,C0,C2,7,0,6,3,1,1
Fc0C1Fc2C1Fc5C2LSS7,R,C1,C0,C0,C3,C3,C0,0,0,0,8,0,0
Fc0C1Fc2C1Fc5C2LSS8,R,C8,C0,C5,C6,C0,C0,3,0,1,4,1,5
Fc0C1Fc2C1Fc5C2LSS9,R,C2,C2,C0,C3,C3,C1,0,0,0,0,0,0
Fc0C1Fc2C1Fc5C2LSS10,V,C4,C6,C3,C0,C9,C1,6,3,0,6,9,0
Fc0C1Fc2C1Fc5C2LSS11,S,C3,C5,C2,C1,C4,C0,8,7,0,5,2,0
Fc0C1Fc2C1Fc5C2LSS12,T,C3,C0,C3,C1,C0,C6,4,0,8,0,1,0
Fc0C1Fc2C1Fc5C2LSS13,R,C0,C0,C0,C3,C0,C3,0,4,5,3,7,2
Fc0C1Fc2C1Fc5C2LSS14,T,C3,C0,C3,C3,C0,C3,0,6,5,0,1,1
Fc0C1Fc2C1Fc5C2LSS15,P,C0,C2,C0,C2,C2,C1,3,7,2,0,0,0
Fc0C1Fc2C1Fc5C3LPS3,R,C6,C3,C1,C8,C0,C3,0,0,0,0,0,0
Fc0C1Fc2C1Fc5C3LPS4,P,C3,C2,C0,C2,C2,C0,0,6,0,0,3,0
Fc0C1Fc2C1Fc5C3LPS6,P,C1,C3,C0,C0,C0,C1,8,0,7,0,0,0
Fc0C1Fc2C1Fc5C3LPS7,S,C2,C3,C0,C2,C0,C3,0,5,0,4,3,5
Fc0C1Fc2C1Fc5C3LPS8,Q,C9,C1,C6,C7,C0,C8,5,0,0,0,4,1
Fc0C1Fc2C1Fc5C3LPS9,T,C3,C3,C7,C3,C1,C8,0,7,1,5,1,3
Fc0C1Fc2C1Fc5C3LPS10,R,C0,C0,C4,C0,C0,C0,0,5,4,0,0,1
Fc0C1Fc2C1Fc5C3LPS11,S,C3,C2,C0,C0,C2,C2,0,0,0,0,0,0
Fc0C1Fc2C1Fc5C3LPS12,Q,C1,C3,C0,C1,C0,C3,4,0,0,3,5,0
Fc0C1Fc2C1Fc5C3LPS13,S,C3,C3,C1,C2,C0,C3,0,8,0,0,0,0
Fc0C1Fc2C1Fc5C3LPS14,Q,C2,C2,C5,C0,C3,C3,0,5,0,0,0,7
Fc0C1Fc2C1Fc5C3LPS15,Q,C1,C5,C0,C4,C1,C8,0,0,0,0,0,0
Fc0C1Fc2C1Fv6V1LQS3,P,C0,C0,C4,C9,C2,C9,0,0,0,0,0,3
Fc0C1Fc2C1Fv6V1LQS4,T,C0,C0,C3,C8,C0,C1,0,2,0,0,8,0
Fc0C1Fc2C1Fv6V1LQS5,S,C0,C4,C0,C9,C0,C0,0,3,6,7,4,2
Fc0C1Fc2C1Fv6V1LQS6,T,C5,C0,C5,C6,C9,C0,1,0,0,0,0,8
Fc0C1Fc2C1Fv6V1LQS7,Q,C5,C3,C0,C7,C0,C8,1,1,3,1,2,2
Fc0C1Fc2C1Fv6V1LQS8,T,C0,C3,C0,C0,C3,C0,1,4,0,0,0,0
Fc0C1Fc2C1Fv6V1LQS9,P,C0,C8,C0,C0,C7,C5,1,9,1,0,5,3
Fc0C1Fc2C1Fv6V1LQS10,R,C2,C3,C4,C1,C0,C1,0,0,0,2,1,4
Fc0C1Fc2C1Fv6V1LQS12,V,C4,C3,C0,C0,C9,C8,0,0,3,7,1,0
Fc0C1Fc2C1Fv6V1LQS13,Q,C2,C0,C0,C9,C3,C1,0,7,3,4,0,0
Fc0C1Fc2C1Fv6V1LQS14,S,C0,C0,C0,C6,C8,C6,1,0,0,6,1,10
Fc0C1Fc2C1Fv6V2LRS3,V,C2,C0,C0,C2,C2,C1,2,7,5,0,6,0
Fc0C1Fc2C1Fv6V2LRS4,P,C0,C9,C4,C1,C1,C0,1,0,7,0,1,5
Fc0C1Fc2C1Fv6V2LRS5,S,C0,C3,C0,C0,C0,C5,5,4,5,6,0,0
Fc0C1Fc2C1Fv6V2LRS6,Q,C6,C0,C7,C7,C4,C6,1,0,0,0,0,0
Fc0C1Fc2C1Fv6V2LRS7,Q,C0,C0,C8,C1,C0,C0,2,3,3,4,0,0
Fc0C1Fc2C1Fv6V2LRS8,S,C0,C7,C7,C1,C9,C1,0,0,0,0,0,6
Fc0C1Fc2C1Fv6V2LRS9,S,C8,C0,C0,C2,C0,C6,1,0,0,0,6,7
Fc0C1Fc2C1Fv6V2LRS10,S,C1,C1,C3,C0,C0,C0,1,5,0,0,0,5
Fc0C1Fc2C1Fv6V2LRS11,S,C1,C1,C0,C2,C5,C3,1,2,1,0,0,5
Fc0C1Fc2C1Fv6V2LRS12,P,C9,C1,C2,C0,C8,C1,4,2,1,8,2,9
Fc0C1Fc2C1Fv6V2LRS13,P,C0,C0,C5,C1,C9,C1,2,7,0,5,0,0
Fc0C1Fc2C1Fv6V2LRS14,R,C1,C0,C0,C2,C4,C3,0,0,0,0,2,0
Fc0C1Fc2C1Fv6V2LRS15,Q,C5,C0,C0,C3,C2,C0,0,2,1,1,2,5
Fc0C1Fc2C1Fv6V3LPS3,P,C4,C9,C1,C9,C4,C0,3,0,5,1,3,0
Fc0C1Fc2C1Fv6V3LPS4,Q,C4,C1,C2,C2,C4,C3,2,3,0,0,6,0
Fc0C1Fc2C1Fv6V3LPS5,P,C0,C3,C2,C3,C0,C0,2,3,0,0,4,0
Fc0C1Fc2C1Fv6V3LPS6,P,C0,C2,C0,C2,C3,C3,3,0,0,0,0,0
Fc0C1Fc2C1Fv6V3LPS7,P,C0,C5,C1,C9,C8,C1,2,0,4,0,0,0
Fc0C1Fc2C1Fv6V3LPS8,P,C5,C4,C6,C2,C1,C4,2,0,0,0,0,0
Fc0C1Fc2C1Fv6V3LPS10,Q,C0,C0,C8,C2,C1,C1,3,4,1,0,0,8
Fc0C1Fc2C1Fv6V3LPS11,T,C0,C0,C6,C7,C5,C0,2,0,0,0,5,0
Fc0C1Fc2C1Fv6V3LPS12,P,C0,C0,C2,C0,C0,C1,1,0,3,0,0,6
Fc0C1Fc2C1Fv6V3LPS13,P,C0,C3,C0,C2,C0,C0,2,8,1,0,0,2
Fc0C1Fc2C1Fv6V3LPS14,T,C0,C8,C0,C8,C7,C0,3,0,1,0,0,8
Fc0C1Fc2C1Fv6V3LPS15,Q,C4,C0,C0,C1,C0,C5,3,0,0,0,3,0
Fc0C1Fc2C1Fv7V1LQS3,Q,C3,C5,C0,C3,C0,C8,2,1,0,5,0,6
Fc0C1Fc2C1Fv7V1LQS4,R,C5,C2,C5,C0,C1,C8,6,1,4,1,5,1
Fc0C1Fc2C1Fv7V1LQS5,V,C0,C7,C0,C1,C0,C9,3,0,4,0,0,0
Fc0C1Fc2C1Fv7V1LQS6,Q,C0,C6,C0,C8,C4,C0,0,3,0,3,0,0
Fc0C1Fc2C1Fv7V1LQS7,V,C5,C2,C0,C0,C3,C0,7,2,2,0,0,0
Fc0C1Fc2C1Fv7V1LQS8,S,C0,C0,C4,C0,C0,C9,8,1,0,0,0,0
Fc0C1Fc2C1Fv7V1LQS9,P,C0,C0,C1,C0,C0,C8,1,1,0,0,0,9
Fc0C1Fc2C1Fv7V1LQS10,Q,C0,C3,C7,C9,C0,C3,0,0,3,0,0,9
Fc0C1Fc2C1Fv7V1LQS11,P,C1,C6,C5,C0,C2,C0,5,0,6,5,3,0
Fc0C1Fc2C1Fv7V1LQS12,T,C5,C9,C0,C0,C2,C0,6,6,0,7,4,0
Fc0C1Fc2C1Fv7V1LQS14,Q,C0,C1,C1,C0,C1,C9,4,1,0,4,0,5
Fc0C1Fc2C1Fv7V1LQS15,Q,C7,C0,C0,C0,C0,C5,0,1,6,0,2,7
Fc0C1Fc2C1Fv7V2LPS3,R,C2,C0,C2,C0,C2,C3,0,2,4,2,2,1
Fc0C1Fc2C1Fv7V2LPS4,P,C1,C8,C4,C3,C2,C0,7,2,0,4,2,0
Fc0C1Fc2C1Fv7V2LPS5,Q,C0,C9,C7,C8,C0,C3,0,2,0,4,6,0
Fc0C1Fc2C1Fv7V2LPS6,S,C4,C0,C0,C8,C0,C3,0,2,0,4,2,3
Fc0C1Fc2C1Fv7V2LPS7,S,C3,C0,C1,C6,C0,C7,0,1,4,5,0,6
Fc0C1Fc2C1Fv7V2LPS8,P,C0,C0,C0,C0,C0,C8,4,2,0,3,1,8
Fc0C1Fc2C1Fv7V2LPS9,P,C0,C8,C2,C0,C0,C1,0,1,0,3,5,0
Fc0C1Fc2C1Fv7V2LPS10,V,C3,C0,C0,C9,C0,C3,2,2,3,0,0,4
Fc0C1Fc2C1Fv7V2LPS11,S,C0,C1,C0,C0,C3,C0,0,2,0,0,6,0
Fc0C1Fc2C1Fv7V2LPS12,Q,C9,C4,C5,C2,C7,C0,5,1,5,1,4,0
Fc0C1Fc2C1Fv7V2LPS13,P,C4,C5,C3,C2,C0,C0,0,2,4,3,0,0
Fc0C1Fc2C1Fv7V2LPS14,S,C1,C8,C6,C0,C0,C0,0,2,4,0,3,5
Fc0C1Fc2C1Fv7V2LPS15,R,C1,C1,C0,C5,C6,C5,0,1,0,5,5,0
Fc0C1Fc2C1Fv7V3LVS3,T,C0,C0,C0,C8,C5,C2,0,2,0,5,0,0
Fc0C1Fc2C1Fv7V3LVS4,R,C0,C0,C9,C2,C0,C0,0,3,0,2,0,0
Fc0C1Fc2C1Fv7V3LVS5,P,C1,C1,C0,C6,C5,C2,0,2,0,0,0,4
Fc0C1Fc2C1Fv7V3LVS6,P,C8,C0,C4,C5,C0,C9,1,2,0,6,4,0
Fc0C1Fc2C1Fv7V3LVS7,P,C9,C3,C6,C9,C2,C3,0,2,5,1,3,0
Fc0C1Fc2C1Fv7V3LVS8,P,C0,C0,C2,C8,C0,C7,1,3,1,7,4,0
Fc0C1Fc2C1Fv7V3LVS9,Q,C0,C3,C0,C9,C2,C0,6,3,0,0,3,0
Fc0C1Fc2C1Fv7V3LVS10,S,C2,C2,C5,C0,C0,C8,8,3,0,4,7,0
Fc0C1Fc2C1Fv7V3LVS11,P,C0,C5,C5,C0,C0,C5,0,3,0,0,0,0
Fc0C1Fc2C1Fv7V3LVS13,P,C8,C3,C8,C1,C0,C0,0,3,0,8,5,3
Fc0C1Fc2C1Fv7V3LVS14,R,C6,C0,C0,C8,C0,C0,5,3,1,0,1,5
Fc0C1Fc2C1Fv7V3LVS15,R,C0,C0,C8,C3,C1,C0,0,2,2,3,3,0
Fc0C1Fc2C1Fv8V1LPS3,P,C0,C0,C3,C0,C9,C0,0,5,1,0,0,0
Fc0C1Fc2C1Fv8V1LPS4,Q,C7,C2,C3,C0,C0,C4,0,0,0,2,4,4
Fc0C1Fc2C1Fv8V1LPS5,P,C0,C0,C0,C3,C5,C1,0,5,0,0,1,0
Fc0C1Fc2C1Fv8V1LPS6,T,C8,C0,C0,C8,C8,C0,7,0,0,0,0,5
Fc0C1Fc2C1Fv8V1LPS7,P,C0,C3,C5,C1,C0,C0,0,1,1,0,3,0
Fc0C1Fc2C1Fv8V1LPS9,Q,C3,C0,C8,C0,C1,C0,0,0,0,5,0,0
Fc0C1Fc2C1Fv8V1LPS10,V,C0,C7,C5,C0,C0,C0,7,0,0,0,0,0
Fc0C1Fc2C1Fv8V1LPS11,P,C0,C0,C3,C0,C1,C0,5,7,0,6,0,0
Fc0C1Fc2C1Fv8V1LPS12,P,C8,C3,C2,C0,C0,C0,7,1,0,3,0,0
Fc0C1Fc2C1Fv8V1LPS13,R,C3,C0,C0,C8,C0,C3,0,0,1,0,0,0
Fc0C1Fc2C1Fv8V1LPS14,Q,C1,C4,C0,C1,C9,C4,5,2,0,0,1,0
Fc0C1Fc2C1Fv8V1LPS15,V,C4,C1,C3,C0,C8,C1,0,0,1,7,0,0
Fc0C1Fc2C1Fv8V2LQS3,P,C2,C0,C6,C1,C0,C1,0,0,1,0,3,4
Fc0C1Fc2C1Fv8V2LQS4,T,C1,C7,C0,C2,C0,C0,3,0,1,7,3,4
Fc0C1Fc2C1Fv8V2LQS5,P,C0,C2,C4,C3,C0,C0,2,6,1,0,0,6
Fc0C1Fc2C1Fv8V2LQS6,Q,C5,C0,C7,C0,C0,C0,0,0,2,0,0,0
Fc0C1Fc2C1Fv8V2LQS7,R,C0,C0,C5,C6,C0,C2,4,1,6,1,2,5
Fc0C1Fc2C1Fv8V2LQS8,S,C0,C5,C1,C1,C0,C6,3,8,2,0,0,0
Fc0C1Fc2C1Fv8V2LQS9,Q,C2,C1,C3,C6,C0,C0,6,0,3,5,0,0
Fc0C1Fc2C1Fv8V2LQS10,T,C4,C0,C4,C8,C5,C2,0,0,1,3,0,0
Fc0C1Fc2C1Fv8V2LQS11,S,C3,C7,C3,C0,C6,C0,3,0,1,4,3,1
Fc0C1Fc2C1Fv8V2LQS12,T,C0,C3,C0,C0,C0,C0,0,2,1,0,0,5
Fc0C1Fc2C1Fv8V2LQS13,S,C0,C0,C3,C7,C9,C0,6,0,1,1,4,0
Fc0C1Fc2C1Fv8V2LQS14,Q,C0,C3,C0,C9,C7,C0,2,0,1,2,6,4
Fc0C1Fc2C1Fv8V2LQS15,Q,C0,C4,C0,C2,C0,C0,0,0,1,4,6,1
Fc0C1Fc2C1Fv8V3LRS3,P,C1,C8,C0,C0,C0,C5,0,2,1,4,2,1
Fc0C1Fc2C1Fv8V3LRS4,T,C0,C2,C1,C6,C0,C7,0,0,2,0,0,2
Fc0C1Fc2C1Fv8V3LRS5,S,C2,C6,C0,C0,C0,C0,0,0,1,5,0,0
Fc0C1Fc2C1Fv8V3LRS6,P,C1,C0,C1,C3,C2,C1,0,8,2,6,5,1
Fc0C1Fc2C1Fv8V3LRS7,R,C8,C3,C0,C3,C2,C0,5,2,2,0,2,7
Fc0C1Fc2C1Fv8V3LRS9,R,C5,C0,C1,C4,C2,C0,0,0,1,5,0,0
Fc0C1Fc2C1Fv8V3LRS11,P,C0,C5,C2,C0,C0,C0,1,1,3,0,1,0
Fc0C1Fc2C1Fv8V3LRS12,P,C2,C3,C1,C1,C0,C0,2,0,2,0,0,4
Fc0C1Fc2C1Fv8V3LRS13,S,C9,C2,C2,C1,C6,C1,0,0,2,0,0,0
Fc0C1Fc2C1Fv8V3LRS14,R,C3,C2,C0,C0,C0,C9,2,8,2,0,5,0
Fc0C1Fc2C1Fv8V3LRS15,R,C0,C7,C0,C0,C9,C5,0,4,3,0,0,0
Fc0C1Fc2C1Fv9V1LSS3,R,C0,C4,C0,C0,C0,C1,0,3,0,1,0,0
Fc0C1Fc2C1Fv9V1LSS4,V,C0,C6,C0,C0,C0,C5,0,3,7,0,1,4
Fc0C1Fc2C1Fv9V1LSS5,P,C2,C2,C0,C0,C4,C0,0,4,0,0,8,0
Fc0C1Fc2C1Fv9V1LSS7,R,C0,C0,C0,C5,C2,C7,5,0,3,1,5,1
Fc0C1Fc2C1Fv9V1LSS8,V,C3,C3,C8,C0,C0,C9,0,0,2,1,1,1
Fc0C1Fc2C1Fv9V1LSS9,S,C8,C0,C0,C9,C3,C8,3,1,1,1,7,0
Fc0C1Fc2C1Fv9V1LSS10,P,C3,C0,C0,C0,C7,C1,5,5,1,1,4,3
Fc0C1Fc2C1Fv9V1LSS11,P,C6,C3,C0,C0,C0,C4,8,0,0,1,0,0
Fc0C1Fc2C1Fv9V1LSS12,R,C1,C9,C5,C6,C0,C2,0,5,0,0,0,8
Fc0C1Fc2C1Fv9V1LSS13,P,C6,C2,C0,C3,C0,C3,3,8,0,2,1,5
Fc0C1Fc2C1Fv9V1LSS14,Q,C0,C0,C1,C8,C0,C1,5,3,3,3,3,0
Fc0C1Fc2C1Fv9V1LSS15,R,C0,C0,C2,C0,C0,C0,5,0,2,1,0,0
Fc0C1Fc2C1Fv9V2LTS4,Q,C1,C5,C0,C9,C2,C8,7,3,0,1,1,8
Fc0C1Fc2C1Fv9V2LTS5,P,C0,C9,C5,C2,C0,C2,4,0,5,1,0,0
Fc0C1Fc2C1Fv9V2LTS8,S,C6,C9,C0,C9,C0,C3,5,0,8,2,4,3
Fc0C1Fc2C1Fv9V2LTS9,V,C1,C0,C2,C1,C1,C0,0,8,0,2,4,0
Fc0C1Fc2C1Fv9V2LTS10,T,C6,C1,C5,C0,C1,C9,4,0,5,2,2,0
Fc0C1Fc2C1Fv9V2LTS11,Q,C1,C6,C1,C4,C0,C0,6,0,2,2,6,0
Fc0C1Fc2C1Fv9V2LTS12,Q,C0,C3,C3,C0,C1,C6,2,0,7,1,2,0
Fc0C1Fc2C1Fv9V2LTS13,R,C2,C3,C6,C0,C0,C9,2,0,1,2,0,0
Fc0C1Fc2C1Fv9V2LTS14,P,C0,C7,C1,C0,C0,C3,2,9,0,2,0,8
Fc0C1Fc2C1Fv9V2LTS15,R,C2,C0,C6,C1,C0,C0,0,8,0,1,3,0
Fc0C1Fc2C1Fv9V3LVS3,P,C0,C9,C9,C0,C2,C0,1,2,0,3,8,0
Fc0C1Fc2C1Fv9V3LVS4,Q,C6,C0,C0,C6,C2,C0,5,2,3,2,0,0
Fc0C1Fc2C1Fv9V3LVS5,T,C0,C0,C2,C0,C9,C2,0,4,0,2,4,2
Fc0C1Fc2C1Fv9V3LVS6,P,C7,C9,C2,C0,C1,C9,0,0,0,2,0,0
Fc0C1Fc2C1Fv9V3LVS7,R,C0,C2,C2,C0,C0,C2,0,0,0,3,0,0
Fc0C1Fc2C1Fv9V3LVS8,R,C0,C0,C0,C1,C0,C3,0,5,0,2,1,0
Fc0C1Fc2C1Fv9V3LVS9,V,C1,C3,C1,C0,C0,C0,3,3,0,2,0,0
Fc0C1Fc2C1Fv9V3LVS10,V,C1,C0,C5,C0,C1,C0,7,3,0,2,6,0
Fc0C1Fc2C1Fv9V3LVS11,P,C0,C0,C3,C0,C0,C1,0,1,0,3,2,0
Fc0C1Fc2C1Fv9V3LVS13,T,C0,C0,C0,C7,C7,C0,7,1,1,3,2,0
Fc0C1Fc2C1Fv9V3LVS14,R,C4,C3,C1,C0,C0,C0,7,0,0,3,0,1
Fc0C1Fc2C1Fv9V3LVS15,P,C0,C0,C3,C9,C0,C3,4,0,0,3,0,0
Fc0C1Fc2C1Fv10V1LPS3,V,C0,C0,C0,C2,C2,C0,4,0,1,0,0,8
Fc0C1Fc2C1Fv10V1LPS5,R,C1,C1,C0,C9,C3,C6,2,0,6,0,0,8
Fc0C1Fc2C1Fv10V1LPS6,V,C0,C0,C7,C3,C2,C0,0,0,0,5,0,0
Fc0C1Fc2C1Fv10V1LPS7,Q,C1,C0,C8,C8,C4,C7,0,3,3,7,5,0
Fc0C1Fc2C1Fv10V1LPS8,S,C0,C9,C3,C2,C0,C0,3,0,0,0,1,0
Fc0C1Fc2C1Fv10V1LPS9,V,C9,C2,C2,C0,C8,C5,2,1,2,4,1,0
Fc0C1Fc2C1Fv10V1LPS10,P,C5,C6,C0,C4,C1,C0,3,2,10,1,0,0
Fc0C1Fc2C1Fv10V1LPS11,P,C0,C3,C0,C0,C8,C1,3,0,1,0,0,0
Fc0C1Fc2C1Fv10V1LPS12,V,C8,C0,C7,C3,C1,C8,0,0,0,0,1,6
Fc0C1Fc2C1Fv10V1LPS13,V,C6,C1,C0,C0,C0,C6,3,0,5,4,0,0
Fc0C1Fc2C1Fv10V1LPS14,P,C2,C2,C0,C8,C0,C0,0,0,0,0,0,0
Fc0C1Fc2C1Fv10V1LPS15,P,C8,C0,C0,C5,C1,C0,0,8,0,6,2,5
Fc0C1Fc2C1Fv10V2LQS3,Q,C0,C0,C1,C0,C1,C3,1,8,3,5,2,4
Fc0C1Fc2C1Fv10V2LQS4,Q,C0,C9,C0,C2,C0,C2,0,5,0,1,4,5
Fc0C1Fc2C1Fv10V2LQS5,R,C6,C0,C3,C8,C3,C0,2,0,1,0,2,5
Fc0C1Fc2C1Fv10V2LQS6,P,C4,C2,C0,C2,C4,C1,0,6,0,9,7,1
Fc0C1Fc2C1Fv10V2LQS8,P,C0,C8,C0,C2,C4,C0,0,4,0,3,2,0
Fc0C1Fc2C1Fv10V2LQS9,Q,C2,C6,C0,C0,C0,C0,4,5,0,6,0,0
Fc0C1Fc2C1Fv10V2LQS10,P,C5,C1,C0,C0,C8,C0,0,3,3,8,1,4
Fc0C1Fc2C1Fv10V2LQS11,R,C4,C9,C2,C3,C2,C0,7,0,7,1,0,0
Fc0C1Fc2C1Fv10V2LQS12,T,C0,C0,C4,C0,C4,C3,5,0,9,6,0,5
Fc0C1Fc2C1Fv10V2LQS13,R,C3,C0,C9,C9,C0,C9,0,0,0,0,1,4
Fc0C1Fc2C1Fv10V2LQS14,R,C0,C6,C0,C0,C6,C0,4,3,7,0,0,0
Fc0C1Fc2C1Fv10V2LQS15,P,C9,C0,C0,C4,C1,C9,3,0,6,5,0,5
Fc0C1Fc2C1Fv10V3LRS4,Q,C5,C4,C0,C4,C0,C1,0,3,0,0,3,0
Fc0C1Fc2C1Fv10V3LRS5,S,C0,C3,C5,C4,C0,C2,2,0,3,0,3,0
Fc0C1Fc2C1Fv10V3LRS6,S,C0,C0,C0,C2,C9,C1,0,7,0,0,2,1
Fc0C1Fc2C1Fv10V3LRS7,Q,C3,C0,C2,C6,C1,C0,3,0,0,0,1,10
Fc0C1Fc2C1Fv10V3LRS8,Q,C5,C2,C9,C9,C9,C3,4,0,0,0,2,0
Fc0C1Fc2C1Fv10V3LRS9,Q,C4,C0,C0,C0,C3,C0,0,7,0,0,2,0
Fc0C1Fc2C1Fv10V3LRS10,Q,C0,C6,C0,C0,C1,C6,5,7,1,0,2,0
Fc0C1Fc2C1Fv10V3LRS11,Q,C0,C5,C0,C7,C2,C5,0,3,0,2,2,7
Fc0C1Fc2C1Fv10V3LRS12,T,C0,C0,C0,C2,C4,C7,5,4,0,0,1,4
Fc0C1Fc2C1Fv10V3LRS13,V,C8,C0,C2,C1,C3,C0,2,0,6,0,1,0
Fc0C1Fc2C1Fv10V3LRS14,P,C8,C9,C2,C7,C0,C5,0,7,0,0,2,6
Fc0C1Fc2C1Fv10V3LRS15,P,C3,C1,C5,C0,C0,C0,0,2,0,4,3,0
Fc0C1Fc2C1Fv11V1LSS3,Q,C0,C0,C0,C0,C5,C0,0,5,0,0,0,1
Fc0C1Fc2C1Fv11V1LSS4,V,C0,C2,C0,C0,C9,C0,0,0,3,0,0,0
Fc0C1Fc2C1Fv11V1LSS6,R,C0,C2,C2,C4,C3,C2,0,0,4,0,0,1
Fc0C1Fc2C1Fv11V1LSS7,Q,C0,C0,C0,C1,C1,C8,4,0,7,0,1,2
Fc0C1Fc2C1Fv11V1LSS8,P,C5,C0,C0,C2,C1,C0,3,0,4,3,5,0
Fc0C1Fc2C1Fv11V1LSS9,R,C7,C8,C0,C8,C7,C3,0,1,0,0,2,1
Fc0C1Fc2C1Fv11V1LSS10,R,C8,C0,C7,C9,C0,C1,0,0,0,8,0,0
Fc0C1Fc2C1Fv11V1LSS11,S,C0,C0,C0,C3,C1,C0,0,7,1,0,4,1
Fc0C1Fc2C1Fv11V1LSS12,T,C9,C1,C0,C0,C7,C0,0,0,3,4,4,3
Fc0C1Fc2C1Fv11V1LSS15,P,C0,C0,C1,C0,C1,C2,0,2,0,0,5,1
Fc0C1Fc2C1Fv11V2LTS3,P,C0,C3,C5,C0,C0,C5,0,0,7,0,0,2
Fc0C1Fc2C1Fv11V2LTS4,Q,C0,C0,C0,C0,C0,C6,0,5,0,0,1,1
Fc0C1Fc2C1Fv11V2LTS5,Q,C0,C0,C0,C2,C0,C7,5,0,0,0,0,1
Fc0C1Fc2C1Fv11V2LTS6,R,C5,C1,C9,C2,C4,C5,0,8,1,0,5,1
Fc0C1Fc2C1Fv11V2LTS7,R,C0,C2,C7,C9,C0,C0,5,0,6,5,0,3
Fc0C1Fc2C1Fv11V2LTS9,V,C0,C0,C0,C0,C4,C0,2,5,1,1,0,2
Fc0C1Fc2C1Fv11V2LTS10,P,C9,C0,C6,C0,C0,C9,8,7,0,6,1,2
Fc0C1Fc2C1Fv11V2LTS11,P,C5,C5,C3,C3,C0,C0,3,2,0,0,0,2
Fc0C1Fc2C1Fv11V2LTS12,Q,C5,C7,C2,C9,C1,C2,0,0,8,0,0,2
Fc0C1Fc2C1Fv11V2LTS13,P,C5,C6,C1,C0,C0,C0,0,1,1,6,5,0
Fc0C1Fc2C1Fv11V2LTS14,P,C0,C0,C0,C0,C7,C2,3,0,4,0,4,2
Fc0C1Fc2C1Fv11V2LTS15,T,C0,C9,C0,C0,C0,C1,3,7,0,0,3,1
Fc0C1Fc2C1Fv11V3LPS3,Q,C0,C0,C0,C0,C3,C4,1,5,0,1,4,4
Fc0C1Fc2C1Fv11V3LPS4,S,C0,C2,C0,C0,C3,C1,0,6,0,0,1,3
Fc0C1Fc2C1Fv11V3LPS5,P,C5,C0,C3,C3,C6,C0,0,1,5,0,1,3
