sample,label,Fc0,Fc1,Fc2,Fc3,Fv4,Fv5,Fv6,Fv7
Fc0C2Fv4V1Fv5V1LVS26,P,C5,C0,C0,C0,0,1,0,0
Fc0C2Fv4V1Fv5V1LVS27,S,C0,C0,C0,C0,1,1,0,0
Fc0C2Fv4V1Fv5V1LVS29,R,C0,C5,C0,C0,1,1,0,0
Fc0C2Fv4V1Fv5V1LVS30,S,C0,C7,C0,C2,0,1,0,0
Fc0C2Fv4V1Fv5V1LVS31,S,C0,C0,C0,C0,0,1,0,0
Fc0C2Fv4V1Fv5V1LVS32,Q,C0,C0,C0,C0,0,1,0,0
Fc0C2Fv4V1Fv5V1LVS34,P,C4,C0,C0,C0,0,1,0,0
Fc0C2Fv4V1Fv5V1LVS35,V,C3,C3,C0,C7,1,1,0,0
Fc0C2Fv4V1Fv5V1LVS36,R,C0,C0,C0,C2,1,0,0,0
Fc0C2Fv4V1Fv5V1LVS37,V,C0,C8,C0,C8,1,0,0,0
Fc0C2Fv4V1Fv5V1LVS38,V,C0,C0,C0,C2,1,0,0,0
Fc0C2Fv4V1Fv5V1LVS39,V,C2,C0,C0,C0,1,1,0,0
Fc0C2Fv4V1Fv5V1LVS40,Q,C1,C0,C0,C0,0,1,0,0
Fc0C2Fv4V1Fv5V1LVS41,P,C4,C2,C0,C0,1,0,6,0
Fc0C2Fv4V1Fv5V1LVS42,P,C0,C0,C0,C3,1,0,5,0
Fc0C2Fv4V1Fv5V1LVS43,P,C3,C0,C0,C1,0,0,0,0
Fc0C2Fv4V1Fv5V1LVS44,V,C2,C0,C0,C0,1,0,0,0
Fc0C2Fv4V1Fv5V1LVS45,S,C0,C0,C0,C0,0,1,0,0
Fc0C2Fv4V1Fv5V1LVS46,S,C2,C0,C0,C3,0,0,0,0
Fc0C2Fv4V1Fv5V1LVS47,P,C0,C0,C0,C0,1,1,0,0
Fc0C2Fv4V1Fv5V1LVS48,S,C0,C0,C0,C0,0,0,0,3
Fc0C2Fv4V1Fv5V1LVS49,P,C0,C8,C0,C0,1,1,0,0
Fc0C2Fv4V1Fv5V1LVS50,V,C0,C3,C1,C0,0,0,0,0
Fc0C2Fv4V1Fv5V1LVS51,S,C0,C0,C0,C0,0,0,0,0
Fc0C2Fv4V1Fv5V1LVS52,P,C0,C0,C0,C0,0,1,0,0
Fc0C2Fv4V1Fv5V1LVS53,S,C1,C5,C5,C4,0,1,0,0
Fc0C2Fv4V1Fv5V1LVS54,P,C2,C0,C0,C0,1,1,0,0
Fc0C2Fv4V1Fv5V1LVS55,T,C3,C3,C6,C1,1,0,0,0
Fc0C2Fv4V1Fv5V1LVS56,Q,C0,C0,C0,C0,0,1,0,0
Fc0C2Fv4V1Fv5V1LVS57,S,C0,C0,C2,C2,0,1,0,0
Fc0C2Fv4V1Fv5V1LVS58,Q,C0,C3,C0,C1,0,0,0,0
Fc0C2Fv4V1Fv5V1LVS59,R,C9,C0,C0,C1,1,1,0,4
Fc0C2Fv4V1Fv5V1LVS60,V,C1,C0,C0,C0,0,1,0,0
Fc0C2Fv4V1Fv5V1LVS61,Q,C0,C0,C0,C0,0,0,0,0
Fc0C2Fv4V1Fv5V1LVS63,P,C0,C5,C9,C0,0,0,0,0
Fc0C2Fv4V1Fv5V2LPS16,Q,C0,C0,C5,C0,0,1,9,0
Fc0C2Fv4V1Fv5V2LPS17,P,C1,C0,C0,C0,0,2,0,0
Fc0C2Fv4V1Fv5V2LPS18,R,C0,C0,C0,C0,0,2,0,0
Fc0C2Fv4V1Fv5V2LPS20,Q,C0,C0,C0,C0,0,1,5,0
Fc0C2Fv4V1Fv5V2LPS21,Q,C0,C0,C0,C4,1,2,4,0
Fc0C2Fv4V1Fv5V2LPS22,Q,C0,C0,C9,C0,1,2,0,0
Fc0C2Fv4V1Fv5V2LPS23,Q,C0,C2,C0,C0,0,2,8,0
Fc0C2Fv4V1Fv5V2LPS24,P,C0,C6,C1,C0,0,2,0,0
Fc0C2Fv4V1Fv5V2LPS26,Q,C0,C2,C0,C0,1,2,0,0
Fc0C2Fv4V1Fv5V2LPS27,P,C4,C0,C1,C0,1,2,0,0
Fc0C2Fv4V1Fv5V2LPS28,R,C0,C4,C0,C0,0,1,0,0
Fc0C2Fv4V1Fv5V2LPS29,P,C0,C0,C0,C0,0,2,0,0
Fc0C2Fv4V1Fv5V2LPS30,T,C0,C0,C2,C0,1,1,0,0
Fc0C2Fv4V1Fv5V2LPS31,Q,C2,C0,C0,C0,0,2,0,0
Fc0C2Fv4V1Fv5V2LPS32,P,C2,C0,C1,C0,1,2,0,0
Fc0C2Fv4V1Fv5V2LPS33,Q,C0,C0,C0,C0,1,2,0,0
Fc0C2Fv4V1Fv5V2LPS34,T,C0,C0,C0,C0,1,2,0,0
Fc0C2Fv4V1Fv5V2LPS35,Q,C0,C0,C0,C3,1,1,0,6
Fc0C2Fv4V1Fv5V2LPS36,P,C0,C0,C7,C0,1,1,0,3
Fc0C2Fv4V1Fv5V2LPS37,Q,C0,C2,C0,C0,0,1,0,0
Fc0C2Fv4V1Fv5V2LPS38,R,C0,C0,C2,C0,0,1,0,0
Fc0C2Fv4V1Fv5V2LPS39,R,C0,C0,C4,C0,1,1,0,9
Fc0C2Fv4V1Fv5V2LPS40,Q,C0,C2,C0,C0,0,1,0,0
Fc0C2Fv4V1Fv5V2LPS41,Q,C0,C1,C0,C0,1,2,0,0
Fc0C2Fv4V1Fv5V2LPS42,Q,C0,C0,C3,C0,1,1,3,0
Fc0C2Fv4V1Fv5V2LPS44,S,C0,C0,C0,C3,1,2,0,0
Fc0C2Fv4V1Fv5V2LPS45,Q,C2,C0,C0,C0,1,2,0,0
Fc0C2Fv4V1Fv5V2LPS46,P,C1,C0,C1,C0,0,2,0,0
Fc0C2Fv4V1Fv5V2LPS47,Q,C1,C0,C1,C0,0,2,0,0
Fc0C2Fv4V1Fv5V2LPS48,R,C0,C0,C0,C0,1,2,0,0
Fc0C2Fv4V1Fv5V2LPS49,Q,C2,C2,C0,C5,1,1,8,0
Fc0C2Fv4V1Fv5V2LPS50,Q,C0,C2,C1,C0,1,1,0,0
Fc0C2Fv4V1Fv5V2LPS51,S,C0,C0,C1,C0,0,1,0,0
Fc0C2Fv4V1Fv5V2LPS52,Q,C2,C0,C0,C8,0,1,8,0
Fc0C2Fv4V1Fv5V2LPS53,R,C0,C0,C0,C0,0,2,0,0
Fc0C2Fv4V1Fv5V2LPS54,Q,C0,C3,C0,C0,0,1,0,9
Fc0C2Fv4V1Fv5V2LPS55,P,C1,C0,C2,C0,1,2,0,0
Fc0C2Fv4V1Fv5V2LPS56,P,C2,C0,C0,C0,0,1,9,0
Fc0C2Fv4V1Fv5V2LPS57,Q,C0,C2,C0,C2,1,2,0,0
Fc0C2Fv4V1Fv5V2LPS58,Q,C2,C8,C2,C0,0,2,8,0
Fc0C2Fv4V1Fv5V2LPS59,P,C1,C0,C2,C0,1,2,0,0
Fc0C2Fv4V1Fv5V2LPS60,Q,C0,C0,C0,C0,1,1,0,6
Fc0C2Fv4V1Fv5V2LPS61,T,C6,C1,C0,C0,0,2,0,0
Fc0C2Fv4V1Fv5V2LPS62,P,C0,C4,C0,C0,1,1,6,0
Fc0C2Fv4V1Fv5V2LPS63,Q,C0,C0,C0,C3,1,2,0,5
Fc0C2Fv4V1Fv5V3LQS15,Q,C0,C0,C0,C0,1,2,0,0
Fc0C2Fv4V1Fv5V3LQS17,Q,C2,C0,C0,C0,0,2,6,0
Fc0C2Fv4V1Fv5V3LQS19,Q,C0,C0,C1,C0,0,2,0,0
Fc0C2Fv4V1Fv5V3LQS20,Q,C2,C2,C0,C0,0,3,0,0
Fc0C2Fv4V1Fv5V3LQS22,R,C4,C0,C1,C0,0,3,0,0
Fc0C2Fv4V1Fv5V3LQS23,Q,C0,C0,C0,C0,1,3,0,0
Fc0C2Fv4V1Fv5V3LQS24,T,C0,C3,C2,C0,1,2,0,4
Fc0C2Fv4V1Fv5V3LQS25,T,C0,C0,C0,C0,0,3,0,3
Fc0C2Fv4V1Fv5V3LQS26,T,C3,C3,C0,C1,0,3,0,0
Fc0C2Fv4V1Fv5V3LQS27,S,C0,C1,C0,C2,0,3,0,0
Fc0C2Fv4V1Fv5V3LQS28,T,C6,C0,C0,C2,0,3,0,0
Fc0C2Fv4V1Fv5V3LQS29,Q,C0,C0,C2,C0,0,3,0,0
Fc0C2Fv4V1Fv5V3LQS30,Q,C2,C3,C0,C0,0,3,0,0
Fc0C2Fv4V1Fv5V3LQS31,Q,C1,C2,C0,C0,1,3,0,0
Fc0C2Fv4V1Fv5V3LQS33,Q,C0,C2,C1,C0,0,3,0,0
Fc0C2Fv4V1Fv5V3LQS34,P,C0,C0,C0,C0,1,3,0,0
Fc0C2Fv4V1Fv5V3LQS35,P,C4,C1,C1,C0,0,3,0,0
Fc0C2Fv4V1Fv5V3LQS36,P,C6,C2,C0,C0,0,3,0,9
Fc0C2Fv4V1Fv5V3LQS37,Q,C2,C0,C0,C0,1,3,0,0
Fc0C2Fv4V1Fv5V3LQS38,T,C8,C0,C3,C1,1,3,0,0
Fc0C2Fv4V1Fv5V3LQS39,P,C0,C8,C8,C0,0,2,6,0
Fc0C2Fv4V1Fv5V3LQS40,P,C1,C0,C2,C0,0,2,0,9
Fc0C2Fv4V1Fv5V3LQS41,P,C0,C0,C0,C5,1,2,0,0
Fc0C2Fv4V1Fv5V3LQS42,T,C0,C4,C0,C0,1,2,8,0
Fc0C2Fv4V1Fv5V3LQS43,Q,C3,C0,C9,C0,1,3,0,0
Fc0C2Fv4V1Fv5V3LQS45,P,C2,C1,C0,C0,0,3,0,0
Fc0C2Fv4V1Fv5V3LQS46,Q,C2,C0,C0,C0,1,3,0,0
Fc0C2Fv4V1Fv5V3LQS47,P,C6,C0,C0,C0,1,2,0,0
Fc0C2Fv4V1Fv5V3LQS48,P,C0,C0,C0,C0,1,2,6,0
Fc0C2Fv4V1Fv5V3LQS49,Q,C2,C0,C0,C0,0,3,0,0
Fc0C2Fv4V1Fv5V3LQS50,P,C0,C3,C1,C0,0,3,8,0
Fc0C2Fv4V1Fv5V3LQS51,Q,C3,C0,C0,C0,0,2,0,0
Fc0C2Fv4V1Fv5V3LQS52,P,C0,C0,C0,C0,1,2,0,0
Fc0C2Fv4V1Fv5V3LQS56,Q,C2,C0,C0,C0,1,2,0,0
Fc0C2Fv4V1Fv5V3LQS57,P,C0,C5,C2,C0,1,2,0,3
Fc0C2Fv4V1Fv5V3LQS58,Q,C0,C6,C1,C0,1,3,0,0
Fc0C2Fv4V1Fv5V3LQS59,Q,C1,C0,C0,C0,1,2,0,0
Fc0C2Fv4V1Fv5V3LQS60,S,C0,C0,C6,C0,1,3,0,0
Fc0C2Fv4V1Fv5V3LQS61,T,C3,C0,C0,C0,1,2,0,0
Fc0C2Fv4V1Fv5V3LQS62,Q,C0,C0,C0,C0,1,2,0,0
Fc0C2Fv4V1Fv6V1LRS15,Q,C0,C0,C0,C0,1,0,0,0
Fc0C2Fv4V1Fv6V1LRS16,R,C5,C0,C0,C2,1,0,0,0
Fc0C2Fv4V1Fv6V1LRS17,Q,C2,C0,C0,C0,0,0,1,0
Fc0C2Fv4V1Fv6V1LRS18,Q,C1,C0,C0,C0,0,0,1,0
Fc0C2Fv4V1Fv6V1LRS19,R,C0,C0,C2,C0,1,0,1,0
Fc0C2Fv4V1Fv6V1LRS20,V,C1,C0,C0,C1,1,0,0,0
Fc0C2Fv4V1Fv6V1LRS21,R,C0,C0,C0,C0,0,0,1,0
Fc0C2Fv4V1Fv6V1LRS22,V,C0,C0,C3,C0,0,0,0,0
Fc0C2Fv4V1Fv6V1LRS23,V,C0,C0,C0,C0,1,0,0,0
Fc0C2Fv4V1Fv6V1LRS24,R,C0,C3,C0,C2,1,0,0,0
Fc0C2Fv4V1Fv6V1LRS25,R,C0,C0,C2,C0,0,0,0,0
Fc0C2Fv4V1Fv6V1LRS26,R,C0,C0,C0,C3,1,0,1,0
Fc0C2Fv4V1Fv6V1LRS27,R,C0,C0,C0,C0,0,0,1,0
Fc0C2Fv4V1Fv6V1LRS28,Q,C0,C0,C2,C0,1,5,0,0
Fc0C2Fv4V1Fv6V1LRS29,S,C2,C0,C0,C0,0,0,1,0
Fc0C2Fv4V1Fv6V1LRS30,R,C7,C0,C0,C0,0,0,1,0
Fc0C2Fv4V1Fv6V1LRS31,S,C0,C6,C4,C0,0,6,0,0
Fc0C2Fv4V1Fv6V1LRS32,V,C0,C1,C0,C3,1,0,1,0
Fc0C2Fv4V1Fv6V1LRS33,R,C1,C0,C2,C0,0,0,1,0
Fc0C2Fv4V1Fv6V1LRS35,R,C0,C0,C0,C1,1,0,0,0
Fc0C2Fv4V1Fv6V1LRS36,R,C0,C0,C4,C4,0,6,1,0
Fc0C2Fv4V1Fv6V1LRS38,V,C0,C0,C0,C0,0,0,0,0
Fc0C2Fv4V1Fv6V1LRS39,R,C0,C0,C2,C0,0,0,1,0
Fc0C2Fv4V1Fv6V1LRS40,R,C2,C1,C1,C2,1,0,0,0
Fc0C2Fv4V1Fv6V1LRS41,V,C0,C0,C4,C3,1,5,0,0
Fc0C2Fv4V1Fv6V1LRS42,S,C3,C1,C5,C5,1,0,0,7
Fc0C2Fv4V1Fv6V1LRS44,R,C0,C0,C8,C1,1,0,1,0
Fc0C2Fv4V1Fv6V1LRS45,R,C0,C0,C1,C2,0,0,1,0
Fc0C2Fv4V1Fv6V1LRS46,V,C3,C9,C0,C0,1,0,1,0
Fc0C2Fv4V1Fv6V1LRS47,V,C1,C0,C0,C1,1,0,1,0
Fc0C2Fv4V1Fv6V1LRS48,S,C0,C2,C1,C0,0,0,0,5
Fc0C2Fv4V1Fv6V1LRS49,T,C0,C0,C0,C0,1,0,0,0
Fc0C2Fv4V1Fv6V1LRS50,R,C5,C6,C9,C1,1,6,0,0
Fc0C2Fv4V1Fv6V1LRS52,V,C0,C0,C0,C0,0,0,0,0
Fc0C2Fv4V1Fv6V1LRS53,R,C0,C0,C0,C0,0,0,1,0
Fc0C2Fv4V1Fv6V1LRS54,T,C0,C4,C0,C1,0,5,0,0
Fc0C2Fv4V1Fv6V1LRS55,V,C0,C0,C0,C0,0,0,1,0
Fc0C2Fv4V1Fv6V1LRS56,R,C0,C0,C1,C0,1,0,1,0
Fc0C2Fv4V1Fv6V1LRS57,P,C0,C0,C0,C0,1,0,1,0
Fc0C2Fv4V1Fv6V1LRS58,Q,C0,C0,C0,C3,0,0,0,3
Fc0C2Fv4V1Fv6V1LRS59,Q,C0,C7,C0,C4,1,7,0,0
Fc0C2Fv4V1Fv6V1LRS60,R,C0,C0,C0,C0,1,0,1,0
Fc0C2Fv4V1Fv6V1LRS61,V,C0,C5,C0,C4,1,0,1,0
Fc0C2Fv4V1Fv6V1LRS62,R,C2,C0,C0,C0,0,0,1,0
Fc0C2Fv4V1Fv6V1LRS63,R,C0,C0,C2,C0,1,0,1,0
Fc0C2Fv4V1Fv6V2LSS15,P,C8,C0,C0,C0,0,0,1,0
Fc0C2Fv4V1Fv6V2LSS16,P,C3,C9,C0,C8,1,0,2,0
Fc0C2Fv4V1Fv6V2LSS17,S,C2,C0,C2,C0,1,0,2,0
Fc0C2Fv4V1Fv6V2LSS18,S,C9,C0,C2,C0,1,0,2,0
Fc0C2Fv4V1Fv6V2LSS19,Q,C3,C0,C0,C0,1,5,2,0
Fc0C2Fv4V1Fv6V2LSS20,Q,C0,C0,C0,C0,0,0,2,0
Fc0C2Fv4V1Fv6V2LSS21,P,C0,C0,C0,C9,0,8,1,0
Fc0C2Fv4V1Fv6V2LSS22,Q,C0,C0,C0,C0,1,0,2,0
Fc0C2Fv4V1Fv6V2LSS23,S,C0,C0,C0,C2,1,0,2,0
Fc0C2Fv4V1Fv6V2LSS24,Q,C2,C0,C0,C1,1,0,2,0
Fc0C2Fv4V1Fv6V2LSS26,S,C0,C0,C0,C0,0,0,1,0
Fc0C2Fv4V1Fv6V2LSS27,S,C0,C1,C3,C0,1,0,1,0
Fc0C2Fv4V1Fv6V2LSS28,Q,C1,C1,C0,C0,0,0,2,7
Fc0C2Fv4V1Fv6V2LSS29,P,C0,C0,C2,C0,1,0,2,0
Fc0C2Fv4V1Fv6V2LSS30,Q,C0,C0,C8,C1,1,0,2,0
Fc0C2Fv4V1Fv6V2LSS31,S,C0,C0,C0,C2,1,0,1,0
Fc0C2Fv4V1Fv6V2LSS32,Q,C2,C0,C2,C0,0,0,2,0
Fc0C2Fv4V1Fv6V2LSS33,T,C1,C7,C0,C1,1,0,3,3
Fc0C2Fv4V1Fv6V2LSS34,T,C3,C3,C2,C0,0,8,2,0
Fc0C2Fv4V1Fv6V2LSS35,S,C0,C0,C0,C0,1,0,2,0
Fc0C2Fv4V1Fv6V2LSS36,Q,C0,C0,C2,C0,1,0,2,0
Fc0C2Fv4V1Fv6V2LSS37,P,C0,C0,C0,C0,0,0,2,0
Fc0C2Fv4V1Fv6V2LSS38,S,C2,C0,C1,C0,1,0,1,0
Fc0C2Fv4V1Fv6V2LSS39,S,C3,C0,C0,C0,1,0,2,0
Fc0C2Fv4V1Fv6V2LSS40,P,C0,C0,C0,C0,1,0,1,0
Fc0C2Fv4V1Fv6V2LSS41,P,C0,C1,C2,C0,1,0,1,8
Fc0C2Fv4V1Fv6V2LSS42,Q,C0,C0,C0,C0,1,0,2,0
Fc0C2Fv4V1Fv6V2LSS43,Q,C0,C0,C0,C0,1,0,1,0
Fc0C2Fv4V1Fv6V2LSS44,P,C0,C0,C0,C3,1,0,2,7
Fc0C2Fv4V1Fv6V2LSS45,P,C0,C0,C0,C0,1,0,1,0
Fc0C2Fv4V1Fv6V2LSS46,P,C0,C0,C3,C1,0,0,2,0
Fc0C2Fv4V1Fv6V2LSS47,P,C0,C0,C0,C0,0,8,2,0
Fc0C2Fv4V1Fv6V2LSS48,P,C1,C0,C1,C0,0,0,2,9
Fc0C2Fv4V1Fv6V2LSS49,S,C0,C2,C0,C0,0,0,2,0
Fc0C2Fv4V1Fv6V2LSS50,S,C0,C0,C0,C0,1,0,1,0
Fc0C2Fv4V1Fv6V2LSS51,P,C7,C7,C0,C0,0,0,1,8
Fc0C2Fv4V1Fv6V2LSS52,P,C0,C0,C0,C0,1,0,3,6
Fc0C2Fv4V1Fv6V2LSS53,P,C2,C0,C0,C0,0,0,2,0
Fc0C2Fv4V1Fv6V2LSS54,P,C4,C0,C0,C1,1,0,1,0
Fc0C2Fv4V1Fv6V2LSS56,Q,C0,C0,C4,C7,1,0,1,0
Fc0C2Fv4V1Fv6V2LSS57,P,C0,C0,C5,C0,1,0,2,0
Fc0C2Fv4V1Fv6V2LSS58,S,C2,C0,C0,C2,1,0,2,0
Fc0C2Fv4V1Fv6V2LSS59,S,C1,C0,C0,C0,0,8,2,0
Fc0C2Fv4V1Fv6V2LSS60,R,C0,C0,C7,C3,0,3,2,0
Fc0C2Fv4V1Fv6V2LSS61,P,C0,C2,C0,C0,0,6,1,0
Fc0C2Fv4V1Fv6V2LSS62,T,C2,C6,C8,C3,0,4,1,0
Fc0C2Fv4V1Fv6V2LSS63,R,C0,C0,C2,C0,0,8,2,0
Fc0C2Fv4V1Fv6V3LTS15,T,C3,C7,C0,C0,1,0,3,0
Fc0C2Fv4V1Fv6V3LTS16,Q,C0,C0,C0,C0,0,0,3,0
Fc0C2Fv4V1Fv6V3LTS17,Q,C0,C8,C0,C1,0,0,3,0
Fc0C2Fv4V1Fv6V3LTS18,Q,C9,C0,C0,C0,0,0,3,4
Fc0C2Fv4V1Fv6V3LTS19,P,C1,C0,C0,C0,1,0,3,0
Fc0C2Fv4V1Fv6V3LTS20,R,C0,C0,C1,C0,1,0,2,0
Fc0C2Fv4V1Fv6V3LTS21,Q,C0,C0,C0,C0,1,0,3,0
Fc0C2Fv4V1Fv6V3LTS22,Q,C0,C0,C0,C0,0,0,2,0
Fc0C2Fv4V1Fv6V3LTS23,Q,C0,C0,C0,C8,0,0,2,0
Fc0C2Fv4V1Fv6V3LTS26,Q,C0,C0,C0,C0,0,0,2,0
Fc0C2Fv4V1Fv6V3LTS27,Q,C0,C0,C0,C0,1,0,3,0
Fc0C2Fv4V1Fv6V3LTS28,Q,C0,C0,C0,C0,1,0,2,0
Fc0C2Fv4V1Fv6V3LTS30,Q,C0,C7,C0,C0,1,0,2,0
Fc0C2Fv4V1Fv6V3LTS31,P,C0,C0,C0,C0,0,0,3,0
Fc0C2Fv4V1Fv6V3LTS33,P,C2,C0,C0,C0,0,0,3,0
Fc0C2Fv4V1Fv6V3LTS34,Q,C0,C4,C0,C0,1,0,3,3
Fc0C2Fv4V1Fv6V3LTS35,P,C0,C1,C0,C4,0,0,2,0
Fc0C2Fv4V1Fv6V3LTS36,Q,C3,C3,C0,C1,1,7,3,0
Fc0C2Fv4V1Fv6V3LTS37,Q,C2,C0,C3,C0,0,0,3,0
Fc0C2Fv4V1Fv6V3LTS38,P,C0,C0,C2,C0,1,0,2,0
Fc0C2Fv4V1Fv6V3LTS39,P,C0,C0,C1,C0,0,0,3,0
Fc0C2Fv4V1Fv6V3LTS40,P,C0,C2,C2,C0,0,0,3,0
Fc0C2Fv4V1Fv6V3LTS41,Q,C0,C0,C3,C0,0,0,3,4
Fc0C2Fv4V1Fv6V3LTS43,Q,C3,C3,C0,C1,0,8,3,0
Fc0C2Fv4V1Fv6V3LTS44,Q,C0,C0,C2,C0,1,0,3,0
Fc0C2Fv4V1Fv6V3LTS45,Q,C3,C0,C0,C2,1,0,3,0
Fc0C2Fv4V1Fv6V3LTS49,P,C0,C0,C3,C0,1,0,3,0
Fc0C2Fv4V1Fv6V3LTS50,P,C0,C0,C3,C0,0,0,2,0
Fc0C2Fv4V1Fv6V3LTS51,Q,C1,C3,C0,C0,0,0,3,0
Fc0C2Fv4V1Fv6V3LTS52,S,C0,C0,C0,C3,0,0,2,0
Fc0C2Fv4V1Fv6V3LTS53,P,C0,C0,C0,C0,1,0,3,0
Fc0C2Fv4V1Fv6V3LTS55,P,C0,C7,C0,C0,0,0,2,8
Fc0C2Fv4V1Fv6V3LTS56,Q,C0,C0,C1,C0,1,0,3,0
Fc0C2Fv4V1Fv6V3LTS57,T,C2,C0,C3,C0,1,0,2,0
Fc0C2Fv4V1Fv6V3LTS58,Q,C0,C0,C2,C0,0,0,2,0
Fc0C2Fv4V1Fv6V3LTS59,P,C5,C0,C3,C1,0,0,3,4
Fc0C2Fv4V1Fv6V3LTS60,T,C0,C0,C0,C0,0,0,2,0
Fc0C2Fv4V1Fv6V3LTS63,P,C0,C0,C0,C0,1,0,2,0
Fc0C2Fv4V1Fv7V1LPS15,R,C0,C4,C0,C0,0,0,6,1
Fc0C2Fv4V1Fv7V1LPS16,R,C0,C0,C0,C0,1,0,0,0
Fc0C2Fv4V1Fv7V1LPS17,P,C0,C2,C3,C5,0,0,0,0
Fc0C2Fv4V1Fv7V1LPS18,R,C0,C0,C0,C3,0,0,4,1
Fc0C2Fv4V1Fv7V1LPS19,P,C0,C0,C0,C0,1,0,0,0
Fc0C2Fv4V1Fv7V1LPS20,P,C0,C0,C0,C0,0,0,0,0
Fc0C2Fv4V1Fv7V1LPS21,R,C0,C0,C0,C0,0,0,0,0
Fc0C2Fv4V1Fv7V1LPS22,P,C0,C1,C0,C0,1,0,0,0
Fc0C2Fv4V1Fv7V1LPS23,R,C0,C0,C0,C0,0,0,0,1
Fc0C2Fv4V1Fv7V1LPS24,R,C0,C0,C1,C7,1,0,0,1
Fc0C2Fv4V1Fv7V1LPS25,R,C0,C0,C8,C3,1,0,4,1
Fc0C2Fv4V1Fv7V1LPS26,R,C0,C5,C0,C3,1,0,5,1
Fc0C2Fv4V1Fv7V1LPS27,P,C0,C0,C2,C0,0,0,0,0
Fc0C2Fv4V1Fv7V1LPS28,R,C3,C0,C0,C3,0,5,0,1
Fc0C2Fv4V1Fv7V1LPS29,P,C1,C2,C3,C0,1,0,0,1
Fc0C2Fv4V1Fv7V1LPS30,Q,C7,C2,C3,C0,1,0,7,1
Fc0C2Fv4V1Fv7V1LPS31,R,C2,C0,C0,C0,1,0,0,1
Fc0C2Fv4V1Fv7V1LPS32,P,C3,C0,C0,C0,1,0,0,1
Fc0C2Fv4V1Fv7V1LPS33,P,C0,C1,C0,C0,0,3,0,0
Fc0C2Fv4V1Fv7V1LPS34,P,C0,C2,C0,C0,1,4,0,0
Fc0C2Fv4V1Fv7V1LPS35,P,C2,C0,C0,C0,0,0,0,0
Fc0C2Fv4V1Fv7V1LPS36,P,C3,C0,C2,C0,1,0,0,1
Fc0C2Fv4V1Fv7V1LPS37,P,C0,C0,C0,C0,1,0,0,1
Fc0C2Fv4V1Fv7V1LPS38,R,C2,C0,C0,C0,1,0,0,1
Fc0C2Fv4V1Fv7V1LPS39,P,C1,C0,C0,C0,0,7,0,1
Fc0C2Fv4V1Fv7V1LPS40,P,C0,C0,C0,C0,1,8,0,1
Fc0C2Fv4V1Fv7V1LPS41,R,C0,C2,C0,C0,1,0,0,1
Fc0C2Fv4V1Fv7V1LPS42,P,C9,C1,C0,C5,0,0,4,0
Fc0C2Fv4V1Fv7V1LPS43,P,C1,C0,C4,C0,0,0,0,0
Fc0C2Fv4V1Fv7V1LPS44,S,C0,C3,C4,C2,0,0,0,0
Fc0C2Fv4V1Fv7V1LPS45,Q,C0,C0,C0,C7,1,3,0,0
Fc0C2Fv4V1Fv7V1LPS46,P,C0,C2,C0,C0,0,0,0,1
Fc0C2Fv4V1Fv7V1LPS47,R,C0,C0,C0,C8,0,0,0,1
Fc0C2Fv4V1Fv7V1LPS48,P,C0,C0,C0,C0,1,0,5,1
Fc0C2Fv4V1Fv7V1LPS50,P,C0,C0,C0,C0,1,0,0,1
Fc0C2Fv4V1Fv7V1LPS51,R,C0,C0,C1,C0,1,0,0,0
Fc0C2Fv4V1Fv7V1LPS53,R,C4,C7,C0,C1,0,0,7,1
Fc0C2Fv4V1Fv7V1LPS54,R,C0,C2,C0,C4,1,0,5,0
Fc0C2Fv4V1Fv7V1LPS55,P,C0,C0,C0,C1,1,0,0,0
Fc0C2Fv4V1Fv7V1LPS56,P,C1,C2,C0,C3,0,0,0,0
Fc0C2Fv4V1Fv7V1LPS57,R,C2,C0,C0,C0,1,0,0,0
Fc0C2Fv4V1Fv7V1LPS58,R,C0,C0,C0,C6,0,0,0,0
Fc0C2Fv4V1Fv7V1LPS59,P,C0,C0,C0,C2,1,0,5,1
Fc0C2Fv4V1Fv7V1LPS60,R,C0,C2,C0,C0,0,0,0,0
Fc0C2Fv4V1Fv7V1LPS61,R,C0,C0,C0,C2,1,0,0,0
Fc0C2Fv4V1Fv7V1LPS62,P,C3,C0,C0,C0,0,7,0,0
Fc0C2Fv4V1Fv7V1LPS63,P,C0,C9,C0,C0,1,3,0,0
Fc0C2Fv4V1Fv7V2LQS15,P,C0,C0,C0,C0,1,0,0,2
Fc0C2Fv4V1Fv7V2LQS16,R,C2,C0,C0,C0,1,0,0,2
Fc0C2Fv4V1Fv7V2LQS17,Q,C2,C0,C0,C0,1,0,0,2
Fc0C2Fv4V1Fv7V2LQS19,R,C0,C0,C3,C2,1,0,0,2
Fc0C2Fv4V1Fv7V2LQS20,S,C0,C1,C0,C0,1,0,0,2
Fc0C2Fv4V1Fv7V2LQS21,S,C6,C5,C2,C0,0,0,0,1
Fc0C2Fv4V1Fv7V2LQS22,P,C1,C1,C7,C0,0,8,0,1
Fc0C2Fv4V1Fv7V2LQS23,S,C0,C0,C0,C0,0,0,0,2
Fc0C2Fv4V1Fv7V2LQS24,S,C0,C0,C0,C0,0,0,0,1
Fc0C2Fv4V1Fv7V2LQS25,V,C9,C0,C1,C1,2,0,7,2
Fc0C2Fv4V1Fv7V2LQS26,Q,C0,C1,C9,C1,1,0,4,1
